ID,Name,Age,Gender,DOB,City,Country,Income,Income_in_thousands,Marital_Status,Employment_Status,Num_Children,Education_Level,Health_Status,Height,Weight,BMI,Has_DL,Owns_Vehicle,Blood_Group,Smoker,Alcohol_Consumption,Last_Physical_Checkup,Email,Phone_Number,Allergies,Credit_Score,Life_Insurance,Health_Insurance
3216,"Cody Everett",22,Male,2003-07-10,Dubai,"United Arab Emirates",36439.68,36.44,Married,Employed,0,Bachelor,Poor,1.98,NULL,NULL,0,0,AB+,0,Never,2022-05-02,cody.everett@yahoo.com,+971484116679,Shellfish,417,0,0
3217,"Jason Rodriguez",43,Non-binary,1982-01-06,"Saint Petersburg",Russia,39967.44,39.97,Married,Self-employed,0,PhD,Poor,1.71,105.70,36.15,1,1,A-,0,Rarely,2021-11-07,jason.rodriguez@gmail.com,+75420612391,None,812,0,0
3218,"Sarah Hayes",43,Female,1982-10-26,Dubai,"United Arab Emirates",36161.49,36.16,Married,Unemployed,0,Master,Excellent,1.72,106.63,36.04,0,0,O+,1,Rarely,2021-11-21,sarah.hayes@outlook.com,+971877353805,Pollen,357,1,1
3219,"Ashley Townsend",34,Non-binary,1991-04-27,Shanghai,China,146060.36,146.06,Divorced,Self-employed,0,PhD,Fair,1.91,89.64,24.57,0,0,A-,1,Often,2020-03-16,ashley.townsend@gmail.com,+8604888513521,Nuts,494,0,0
3220,"Misc. Terri Nicholson",26,"Prefer not to say",1999-05-29,Moscow,Russia,141077.13,141.08,Widowed,Employed,3,Master,Fair,1.58,80.77,32.35,0,0,AB-,0,Often,2022-08-31,misc..nicholson@yahoo.com,+76421409856,Shellfish,394,0,1
3221,"Amy Burton",73,Non-binary,1952-07-23,Paris,France,41438.29,41.44,Divorced,Retired,0,PhD,Good,1.64,55.98,20.81,0,0,O-,1,Rarely,2022-10-04,NULL,+33147548743,Pollen,662,1,1
3222,"Kaitlin Sanders",52,Female,1973-10-01,Bangkok,Thailand,90942.83,90.94,Divorced,Self-employed,0,Bachelor,Poor,1.92,71.46,19.38,1,1,B+,1,Never,2021-05-04,kaitlin.sanders@outlook.com,+66767141221,Dairy,521,0,1
3223,"Lisa Perry",64,"Prefer not to say",1961-11-18,Bangalore,India,63470.33,63.47,Widowed,Retired,2,PhD,Excellent,1.85,NULL,NULL,0,0,AB+,1,Often,2020-06-10,lisa.perry@outlook.com,+918722399944,Shellfish,602,1,0
3224,"Michael Gordon",64,Male,1961-02-21,Osaka,Japan,125454.88,125.45,Married,Retired,4,Bachelor,Excellent,1.91,70.69,19.38,0,0,AB-,1,Occasionally,2023-07-06,michael.gordon@outlook.com,+812840114953,None,842,0,1
3225,"Sarah Lewis",21,Female,2004-04-04,Bangkok,Thailand,57844.37,57.84,Divorced,NULL,1,NULL,Fair,1.74,70.84,23.40,0,0,AB+,0,Occasionally,2022-07-28,sarah.lewis@yahoo.com,+66959543561,Shellfish,795,1,0
3226,"Derrick Carrillo",35,"Prefer not to say",1990-02-12,Birmingham,"United Kingdom",60120.28,60.12,Divorced,Self-employed,0,Bachelor,Good,1.79,113.45,35.41,1,0,B-,1,Often,2023-03-08,derrick.carrillo@hotmail.com,+443589515597,None,391,0,1
3227,"Jeffrey Solis",NULL,NULL,1998-10-10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,jeffrey.solis@yahoo.com,NULL,NULL,NULL,NULL,NULL
3228,"Linda Anderson",64,Female,1961-07-02,Houston,"United States",34633.73,34.63,Divorced,Retired,0,Bachelor,Poor,1.55,52.34,21.79,1,0,B+,1,Rarely,2022-08-06,linda.anderson@gmail.com,+17350228329,None,781,1,0
3229,"Kimberly Smith",39,Female,1986-11-27,Lyon,France,137259.99,137.26,Divorced,Self-employed,5,Master,Poor,1.57,85.97,34.88,1,1,A+,1,Never,2023-03-01,kimberly.smith@yahoo.com,+33160723955,Dairy,702,1,0
3230,"Christina Patel",72,Female,1953-10-25,Singapore,Singapore,41190.77,41.19,Single,Retired,0,PhD,Fair,1.65,NULL,NULL,1,1,A-,1,Never,2020-09-20,christina.patel@gmail.com,+6572616916,Pollen,327,0,0
3231,"Vincent Cochran",51,Male,1974-12-12,Milan,Italy,84073.77,84.07,Widowed,Employed,2,Bachelor,Poor,1.88,51.99,14.71,1,NULL,A-,1,Rarely,2021-04-24,vincent.cochran@hotmail.com,+396723694097,None,483,0,1
3232,"Jacqueline Lucero",73,Female,1952-03-25,Lyon,France,123901.54,123.90,Married,Retired,2,Master,Excellent,1.74,72.75,24.03,1,NULL,AB-,1,Rarely,2020-11-30,jacqueline.lucero@hotmail.com,+33776128213,Dairy,356,1,0
3233,"Donald Campbell",NULL,NULL,2004-04-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,donald.campbell@gmail.com,NULL,NULL,NULL,NULL,NULL
3234,"Brian Hartman",40,Male,1985-05-21,Houston,"United States",144056.22,144.06,Divorced,Employed,3,PhD,Poor,1.60,104.24,40.72,1,NULL,AB-,1,Never,2021-10-18,brian.hartman@yahoo.com,+19132968543,Shellfish,579,1,0
3235,"Richard Martinez",64,Male,1961-02-14,Toronto,Canada,149115.63,149.12,Divorced,NULL,0,Master,Fair,1.89,116.12,32.51,0,0,AB+,1,Never,2020-07-05,richard.martinez@yahoo.com,+19835207933,Nuts,563,1,0
3236,"Robert Cummings",68,Male,1957-10-31,Chicago,"United States",71684.53,71.68,Divorced,Retired,0,Bachelor,Fair,1.56,104.30,42.86,0,0,O+,1,Often,2022-03-24,robert.cummings@gmail.com,+15170337118,None,658,1,1
3237,"Tina Baker",28,Female,1997-11-24,Manchester,"United Kingdom",71308.98,71.31,Divorced,Employed,4,Master,Excellent,1.68,85.97,30.46,1,0,O+,1,Often,2023-02-05,tina.baker@yahoo.com,+440705311195,Shellfish,574,0,0
3238,"Patricia Murphy",27,Non-binary,1998-07-10,London,"United Kingdom",120610.65,120.61,Widowed,Unemployed,2,Master,Good,1.63,86.23,32.46,1,0,O+,0,Never,2023-08-16,patricia.murphy@outlook.com,+449434734109,Dairy,610,1,1
3239,"John Weaver",57,Non-binary,1968-04-22,Lyon,France,56513.36,56.51,Married,Employed,3,PhD,Poor,1.60,59.21,23.13,0,0,B-,1,Never,2022-04-02,john.weaver@gmail.com,+33173381294,Nuts,601,1,0
3240,"Zachary Ruiz",NULL,Male,1984-07-29,Phoenix,"United States",50042.45,50.04,Married,Employed,5,PhD,Excellent,1.68,87.31,30.93,1,1,AB-,0,Occasionally,2022-12-18,zachary.ruiz@hotmail.com,+16181927905,Shellfish,677,1,1
3241,"Jessica Marks",33,"Prefer not to say",1992-12-07,Bangkok,Thailand,139696.27,139.70,Widowed,Unemployed,0,PhD,Excellent,1.67,110.27,39.54,0,0,B-,0,Occasionally,2022-01-28,jessica.marks@gmail.com,+66663204742,None,636,1,1
3242,"Deanna Hardin",40,Female,1985-05-09,Chicago,"United States",35356.56,35.36,Single,Self-employed,0,PhD,Excellent,1.72,114.27,38.63,1,0,AB+,0,Often,2023-09-09,deanna.hardin@yahoo.com,+18567704834,Shellfish,689,1,1
3243,"Daniel Hood",27,Male,1998-05-19,Munich,Germany,132355.73,132.36,Widowed,Employed,0,NULL,Fair,1.80,72.20,22.28,1,0,AB-,0,Often,2020-12-12,daniel.hood@outlook.com,+495808145449,Dairy,350,0,0
3244,"Steven Bean",65,Male,1960-07-30,"New York","United States",45800.46,45.80,Single,Retired,0,Master,Good,1.74,98.53,32.54,0,0,O-,0,Rarely,2023-11-29,steven.bean@hotmail.com,+10132047201,Shellfish,699,0,0
3245,"Lisa King",51,Non-binary,1974-02-03,Kyoto,Japan,51390.31,51.39,Single,Self-employed,0,PhD,Excellent,1.98,59.51,15.18,0,0,AB-,1,Occasionally,2021-03-29,lisa.king@gmail.com,+817470617666,Dairy,468,1,0
3246,"Alyssa Hanson",40,Female,1985-01-11,Munich,Germany,44750.50,44.75,Single,Unemployed,0,Bachelor,Poor,1.99,94.95,23.98,1,0,A+,0,Occasionally,2023-06-02,NULL,+491692998333,None,365,1,1
3247,"Joe Jackson",53,Male,1972-03-28,"New York","United States",134801.91,134.80,Single,Self-employed,0,Bachelor,Fair,1.59,NULL,NULL,1,0,O+,0,Rarely,2021-07-01,joe.jackson@gmail.com,+17580339393,Dairy,527,0,1
3248,"Kimberly Everett",36,"Prefer not to say",1989-05-04,Beijing,China,85968.10,85.97,Widowed,Employed,1,Master,Fair,1.92,116.16,31.51,0,0,A-,0,Often,2023-08-05,NULL,+8671730338464,Shellfish,747,1,0
3249,"Daniel Perkins",59,Male,1966-03-16,Munich,Germany,36595.62,36.60,Married,Self-employed,0,PhD,Good,1.59,58.25,23.04,0,0,O+,0,Rarely,2022-04-09,daniel.perkins@yahoo.com,+498494308484,None,461,0,0
3250,"Joseph Glover",56,Male,1969-02-18,Chicago,"United States",144230.51,144.23,Divorced,Self-employed,1,PhD,Good,1.71,102.03,34.89,0,0,AB+,1,Rarely,2023-05-28,joseph.glover@hotmail.com,+12069077066,Shellfish,581,0,1
3251,"Ryan Preston",65,Male,1960-08-31,Phoenix,"United States",142658.15,142.66,Married,Retired,0,PhD,Good,1.66,118.15,42.88,0,0,B+,1,Never,2022-05-04,ryan.preston@gmail.com,+16068502681,Nuts,515,1,0
3252,"Daniel Garcia",55,Male,1970-08-14,Sydney,Australia,133541.86,133.54,Divorced,Self-employed,0,Bachelor,Good,1.80,106.58,32.90,0,0,A+,1,Often,2021-09-15,NULL,+61621639151,Shellfish,755,0,0
3253,"Jordan Lee",47,Female,1978-01-16,"Abu Dhabi","United Arab Emirates",62806.68,62.81,Single,Unemployed,0,Master,Good,1.75,86.82,28.35,0,0,B-,0,Often,2022-09-09,jordan.lee@yahoo.com,+971566802169,Pollen,619,1,0
3254,"Kathryn Hall",36,Female,1989-07-26,Hamburg,Germany,74746.00,74.75,Divorced,Self-employed,0,Bachelor,Fair,1.70,81.61,28.24,1,0,O-,1,Rarely,2021-08-02,kathryn.hall@gmail.com,NULL,Nuts,638,0,0
3255,"Brian Coleman",47,Male,1978-09-23,"New York","United States",112916.91,112.92,Widowed,Self-employed,0,Bachelor,Poor,1.99,117.10,29.57,0,0,B-,0,Occasionally,2022-06-06,brian.coleman@hotmail.com,+12974380683,Dairy,553,0,1
3256,"Francisco Alvarez",51,Male,1974-03-05,Bangkok,Thailand,107918.21,107.92,Married,Unemployed,0,Master,Poor,1.74,103.11,34.06,0,0,AB+,1,Occasionally,2021-10-31,francisco.alvarez@hotmail.com,+66822259912,Shellfish,379,1,0
3257,"William Quinn",47,Non-binary,1978-11-16,Houston,"United States",146193.24,146.19,Single,Self-employed,0,Master,Good,1.96,79.34,20.65,0,0,B-,1,Occasionally,2020-12-10,william.quinn@gmail.com,+15425629365,None,517,0,1
3258,"Andrea Garza",29,Female,1996-01-06,"Chiang Mai",Thailand,116087.34,116.09,Married,Employed,1,Master,Good,1.83,60.16,17.96,0,0,A+,0,Rarely,2023-01-24,andrea.garza@yahoo.com,+66160929724,None,555,1,0
3259,"Jon Cohen",70,Male,1955-10-27,Kyoto,Japan,78918.32,78.92,Single,Retired,0,PhD,Poor,1.84,94.06,27.78,0,0,A-,0,Never,2023-07-19,jon.cohen@yahoo.com,+811918500293,Shellfish,676,0,1
3260,"Jessica Little",25,Non-binary,2000-04-01,Mumbai,India,39747.67,39.75,Widowed,Self-employed,4,Bachelor,Fair,1.87,99.38,28.42,0,0,B+,1,Often,2023-01-06,jessica.little@outlook.com,+918292896945,Nuts,376,1,0
3261,"David Stokes",59,Non-binary,1966-10-02,Moscow,Russia,76721.66,76.72,Divorced,Self-employed,3,PhD,Excellent,1.76,59.67,19.26,0,0,AB+,0,Occasionally,2020-10-02,david.stokes@gmail.com,+75988852647,Dairy,519,1,0
3262,"Brenda Burke",55,Female,1970-10-31,Osaka,Japan,67114.93,67.11,Widowed,Unemployed,0,Master,Excellent,1.89,65.02,18.20,0,0,A+,1,Rarely,2020-12-17,brenda.burke@yahoo.com,+816595217327,Dairy,408,0,1
3263,"Joshua Wall",68,Non-binary,1957-03-12,Osaka,Japan,70668.01,70.67,Widowed,Retired,0,PhD,Excellent,1.52,103.33,44.72,0,0,A-,1,Rarely,2020-09-06,joshua.wall@gmail.com,+816056046574,Nuts,415,0,0
3264,"Sean Lawrence",30,Male,1995-10-09,Phoenix,"United States",143176.63,143.18,Widowed,Employed,2,Bachelor,Good,1.88,71.57,20.25,0,0,B+,1,Often,2020-04-06,sean.lawrence@gmail.com,+11029656439,Nuts,779,1,0
3265,"Tammy Davis",31,Non-binary,1994-12-02,Phoenix,"United States",50384.97,50.38,Married,Unemployed,2,Master,Excellent,1.91,114.13,31.28,1,0,B+,1,Never,2022-01-29,tammy.davis@yahoo.com,+17531476387,Pollen,550,1,0
3266,"Micheal Marquez",22,Male,2003-07-12,Singapore,Singapore,50160.31,50.16,Divorced,Employed,0,Bachelor,Fair,1.67,70.00,25.10,1,NULL,B-,0,Occasionally,2021-11-12,micheal.marquez@hotmail.com,+6560244318,Shellfish,723,1,0
3267,"Joseph Davis",33,"Prefer not to say",1992-03-04,Birmingham,"United Kingdom",82080.31,82.08,Married,Self-employed,0,Bachelor,Good,1.69,NULL,NULL,1,0,O-,0,Occasionally,2020-09-15,joseph.davis@gmail.com,+446659027707,Nuts,791,1,0
3268,"Thomas Walker",67,Male,1958-07-01,Melbourne,Australia,104193.82,104.19,Divorced,Retired,0,PhD,Good,1.82,111.29,33.60,0,0,AB-,0,Rarely,2023-04-11,thomas.walker@yahoo.com,NULL,Nuts,818,1,0
3269,"Timothy Young",70,Male,1955-04-12,Dubai,"United Arab Emirates",116599.00,116.60,Divorced,NULL,3,Bachelor,Good,1.99,NULL,NULL,0,0,O-,0,Never,2023-05-11,timothy.young@gmail.com,+971077652456,Nuts,840,0,1
3270,"Corey Griffin",54,Male,1971-05-04,Kyoto,Japan,86027.62,86.03,Single,Unemployed,0,PhD,Poor,1.78,70.58,22.28,1,0,B-,0,Rarely,2021-12-14,corey.griffin@outlook.com,+817832142953,Dairy,376,1,1
3271,"Joseph Hopkins",68,Male,1957-06-20,Sydney,Australia,56792.59,56.79,Widowed,Retired,0,Bachelor,Fair,1.68,NULL,NULL,1,1,O+,1,Never,2021-06-06,joseph.hopkins@outlook.com,+61854992026,Nuts,506,1,0
3272,"Sarah Parker",31,"Prefer not to say",1994-09-10,Phoenix,"United States",67874.74,67.87,Single,NULL,0,Bachelor,Fair,1.70,94.76,32.79,1,0,O-,1,Often,2022-05-08,NULL,NULL,Pollen,447,1,0
3273,"Eric Ramos",NULL,Male,1965-02-28,Mumbai,India,87596.97,87.60,Widowed,Retired,3,PhD,Poor,1.80,76.23,23.53,1,0,AB-,0,Never,2023-09-20,eric.ramos@outlook.com,+913092287675,Shellfish,785,0,0
3274,"Nicholas Griffith",51,Male,1974-11-29,Delhi,India,67993.51,67.99,Married,Self-employed,4,PhD,Good,1.53,115.51,49.34,0,0,B+,0,Occasionally,2020-01-29,nicholas.griffith@gmail.com,+918918436984,Nuts,762,1,1
3275,"Monique Carter",58,Female,1967-06-25,Munich,Germany,57328.14,57.33,Single,Unemployed,0,Bachelor,Excellent,1.67,50.32,18.04,0,0,AB+,0,Never,2022-11-26,monique.carter@hotmail.com,+499246346374,Pollen,841,1,1
3276,"Michael Jones",45,Male,1980-11-13,Chicago,"United States",63852.00,63.85,Single,Employed,0,Bachelor,Excellent,1.76,67.42,21.77,1,1,AB+,1,Never,2021-04-11,NULL,+16593688966,None,784,1,0
3277,"Tina Moreno",50,Female,1975-09-10,Shanghai,China,112552.54,112.55,Single,Employed,0,Master,Fair,1.61,98.35,37.94,1,0,B+,0,Never,2022-03-19,tina.moreno@yahoo.com,+8655498520946,Shellfish,445,0,1
3278,"Jacob Pacheco",41,Male,1984-01-30,Munich,Germany,122220.94,122.22,Married,Employed,0,PhD,Good,1.62,110.97,42.28,1,1,B-,1,Often,2022-03-27,jacob.pacheco@gmail.com,+495742237204,Shellfish,479,0,1
3279,"Nancy Rowland",55,Female,1970-10-26,"Abu Dhabi","United Arab Emirates",90085.00,90.09,Married,Self-employed,0,PhD,Good,1.94,73.09,19.42,0,0,O-,1,Never,2020-07-29,nancy.rowland@yahoo.com,+971376375454,Shellfish,659,1,1
3280,"Jason Brown",42,Male,1983-04-17,Paris,France,122882.91,122.88,Single,Employed,0,Bachelor,Good,1.86,91.56,26.47,0,0,AB-,1,Often,2023-03-09,jason.brown@hotmail.com,+33290123686,None,733,0,0
3281,"George Frost",60,Male,1965-03-17,Singapore,Singapore,76081.61,76.08,Married,Retired,0,PhD,Excellent,1.54,87.17,36.76,1,1,B-,0,Occasionally,2020-03-16,george.frost@outlook.com,+6567429484,Shellfish,717,1,0
3282,"Terri Porter",23,Female,2002-05-27,Melbourne,Australia,35170.78,35.17,Single,Employed,5,"High School",Fair,1.65,109.50,40.22,1,1,AB-,1,Never,2022-05-29,terri.porter@gmail.com,+61426826060,Pollen,404,1,1
3283,"Daniel Melton",27,Male,1998-09-04,Milan,Italy,81785.78,81.79,Married,Employed,0,NULL,Good,1.62,117.53,44.78,0,0,A+,1,Occasionally,2020-01-20,daniel.melton@hotmail.com,+390062073015,Pollen,370,0,1
3284,"Russell Oliver",NULL,NULL,1979-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,russell.oliver@gmail.com,NULL,NULL,NULL,NULL,NULL
3285,"Randy Rivera",44,Non-binary,1981-06-08,Beijing,China,86525.74,86.53,Divorced,Self-employed,5,PhD,Fair,1.89,61.03,17.09,0,0,AB-,1,Occasionally,2020-04-19,randy.rivera@hotmail.com,NULL,Dairy,786,0,0
3286,"Joel Roberts",28,Non-binary,1997-05-14,"New York","United States",133126.42,133.13,Single,Employed,0,Bachelor,Poor,1.79,108.93,34.00,0,0,A+,1,Often,2023-09-15,joel.roberts@hotmail.com,+19164009963,Dairy,536,1,1
3287,"Whitney Neal",55,Female,1970-10-12,Mumbai,India,60004.38,60.00,Married,Self-employed,3,Master,Fair,1.55,97.88,40.74,0,0,O-,1,Never,2023-11-08,whitney.neal@gmail.com,+913974394296,Dairy,346,1,1
3288,"Joseph Turner",51,Male,1974-05-26,"Chiang Mai",Thailand,86560.30,86.56,Married,NULL,0,Bachelor,Poor,1.52,105.87,45.82,1,0,B+,1,Occasionally,2023-12-28,joseph.turner@gmail.com,+66070179341,Dairy,763,0,1
3289,"Jerry Lawrence MD",75,Male,1950-04-15,Kyoto,Japan,141261.88,141.26,Single,Retired,0,Master,Good,1.71,102.77,35.15,0,0,A+,0,Never,2023-04-14,jerry.md@yahoo.com,NULL,None,690,1,0
3290,"Margaret Farrell",69,"Prefer not to say",1956-03-04,Munich,Germany,56232.49,56.23,Married,Retired,0,PhD,Excellent,1.97,62.06,15.99,1,NULL,O+,1,Never,2022-08-23,margaret.farrell@outlook.com,+495944610480,Pollen,676,0,0
3291,"Michael Ellis",NULL,"Prefer not to say",1975-12-01,Milan,Italy,36416.37,36.42,Divorced,Unemployed,2,Master,Poor,1.51,87.44,38.35,1,0,A-,0,Occasionally,2022-10-13,michael.ellis@yahoo.com,+395745056635,None,596,0,1
3292,"Tammy Johnson",35,Female,1990-06-01,Manchester,"United Kingdom",103205.98,103.21,Widowed,Unemployed,3,PhD,Fair,1.65,81.00,29.75,1,1,AB+,0,Occasionally,2021-05-05,tammy.johnson@hotmail.com,+444264924491,Pollen,669,0,0
3293,"Erica Levine",46,Non-binary,1979-12-04,Toronto,Canada,118355.60,118.36,Divorced,Self-employed,3,PhD,Fair,1.62,113.52,43.26,1,1,AB-,0,Never,2021-11-10,erica.levine@outlook.com,+15377847172,Nuts,733,0,0
3294,"Alex Johnson",NULL,NULL,1953-09-02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,alex.johnson@hotmail.com,NULL,NULL,NULL,NULL,NULL
3295,"Jonathan Keller",50,Male,1975-03-06,Delhi,India,88318.46,88.32,Divorced,Employed,5,PhD,Excellent,1.75,79.68,26.02,1,0,AB+,1,Occasionally,2020-09-27,jonathan.keller@hotmail.com,+919950657356,None,416,0,0
3296,"Sherry Fuller",24,Female,2001-04-02,Phoenix,"United States",34460.66,34.46,Widowed,Unemployed,0,Bachelor,Excellent,1.72,65.08,22.00,1,1,B-,1,Never,2023-09-22,sherry.fuller@gmail.com,+13334278799,Nuts,400,1,0
3297,"Thomas Wang",53,Male,1972-08-27,Milan,Italy,42542.85,42.54,Divorced,Self-employed,0,PhD,Poor,1.70,60.87,21.06,1,0,AB+,1,Rarely,2022-01-03,thomas.wang@outlook.com,+397244690405,Nuts,702,1,1
3298,"Lori Conley",67,"Prefer not to say",1958-11-02,Osaka,Japan,78684.88,78.68,Widowed,Retired,4,Master,Fair,1.72,56.21,19.00,1,1,O-,1,Occasionally,2023-11-18,lori.conley@gmail.com,+814468564591,Pollen,541,1,0
3299,"Kim Anderson",23,Non-binary,2002-12-10,Osaka,Japan,46994.39,46.99,Married,Employed,0,"High School",Excellent,1.72,67.51,22.82,0,NULL,O+,0,Often,2020-11-20,kim.anderson@hotmail.com,+813835009594,Dairy,524,1,1
3300,"Jason Brown",45,Male,1980-11-08,Toronto,Canada,110822.04,110.82,Divorced,Unemployed,0,PhD,Fair,1.73,86.92,29.04,0,0,B+,0,Occasionally,2020-07-13,jason.brown@outlook.com,+17104697624,Nuts,367,0,0
3301,"Jessica Russell",NULL,Female,1978-10-01,Lyon,France,79705.44,79.71,Widowed,Unemployed,2,Master,Poor,1.91,113.66,31.16,1,1,O+,1,Never,2022-04-03,jessica.russell@yahoo.com,NULL,Pollen,384,1,1
3302,"Johnny Jenkins",33,"Prefer not to say",1992-07-06,Birmingham,"United Kingdom",74041.41,74.04,Married,Employed,0,Master,Poor,1.81,113.35,34.60,1,1,O+,0,Rarely,2020-08-26,johnny.jenkins@outlook.com,+444304885332,Dairy,309,1,0
3303,"Thomas Abbott",74,Male,1951-11-16,Melbourne,Australia,91228.94,91.23,Divorced,Retired,3,Bachelor,Fair,1.56,114.64,47.11,0,0,A-,0,Rarely,2023-01-02,thomas.abbott@yahoo.com,+61452551169,Pollen,381,0,0
3304,"Amanda Powers MD",49,Female,1976-06-14,Bangkok,Thailand,50115.21,50.12,Divorced,Self-employed,0,Master,Good,1.59,106.11,41.97,1,1,O+,0,Often,2023-11-29,amanda.md@yahoo.com,+66279248570,Pollen,319,0,0
3305,"Kimberly Sandoval",NULL,NULL,1971-03-07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,kimberly.sandoval@gmail.com,NULL,NULL,NULL,NULL,NULL
3306,"Alexis Ford",36,Non-binary,1989-01-01,Dubai,"United Arab Emirates",84940.31,84.94,Widowed,Self-employed,0,Bachelor,Poor,1.55,53.80,22.39,0,0,A+,0,Occasionally,2020-08-18,alexis.ford@hotmail.com,+971973812784,Shellfish,628,1,1
3307,"Matthew Richard",20,Male,2005-12-01,Phoenix,"United States",148372.41,148.37,Divorced,Self-employed,4,"High School",Poor,1.84,85.74,25.32,1,1,A+,0,Often,2020-02-28,matthew.richard@outlook.com,NULL,Nuts,468,1,0
3308,"Tristan Snyder MD",66,Male,1959-01-07,Dubai,"United Arab Emirates",73589.13,73.59,Divorced,NULL,4,PhD,Excellent,1.56,115.30,47.38,0,0,AB+,0,Occasionally,2021-01-06,tristan.md@hotmail.com,+971678656482,Nuts,830,1,1
3309,"Joseph Cherry",50,Male,1975-12-31,Hamburg,Germany,82202.27,82.20,Widowed,Self-employed,0,PhD,Good,1.69,70.24,24.59,1,1,B+,0,Never,2022-10-03,joseph.cherry@gmail.com,+499031761803,Dairy,311,1,0
3310,"Sonya Edwards",NULL,NULL,1979-11-09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sonya.edwards@gmail.com,NULL,NULL,NULL,NULL,NULL
3311,"Ryan Kane",62,"Prefer not to say",1963-02-21,Melbourne,Australia,142891.65,142.89,Single,Retired,0,Bachelor,Good,1.87,66.12,18.91,1,0,B+,0,Often,2020-01-07,ryan.kane@hotmail.com,+61497564139,None,461,0,1
3312,"Brenda Young",53,"Prefer not to say",1972-04-15,Lyon,France,135884.57,135.88,Widowed,Self-employed,4,Bachelor,Poor,1.54,84.81,35.76,0,0,AB-,1,Never,2023-11-08,brenda.young@hotmail.com,+33268641122,Pollen,530,1,1
3313,"Derek Hayes",56,Male,1969-01-18,Kyoto,Japan,71365.28,71.37,Widowed,Employed,5,Master,Fair,NULL,72.99,NULL,0,0,B-,0,Occasionally,2020-09-28,derek.hayes@outlook.com,+811664780532,None,595,0,0
3314,"David Stewart",26,Male,1999-11-15,"New York","United States",122734.18,122.73,Widowed,Unemployed,3,Bachelor,Fair,1.86,70.26,20.31,0,0,B+,0,Occasionally,2020-09-27,david.stewart@yahoo.com,+15933591426,None,370,0,0
3315,"Nicole Macias",66,Female,1959-08-27,Toronto,Canada,53381.39,53.38,Widowed,Retired,3,Bachelor,Poor,1.91,80.33,22.02,1,1,O+,0,Occasionally,2023-09-29,nicole.macias@yahoo.com,+16691538439,Dairy,558,1,1
3316,"Dakota Hayden",30,Male,1995-01-02,Manchester,"United Kingdom",46313.34,46.31,Married,Self-employed,5,Bachelor,Poor,1.82,87.19,26.32,0,0,AB-,1,Rarely,2023-05-25,dakota.hayden@gmail.com,+440432789021,Shellfish,584,1,0
3317,"Amy Hayes",40,Female,1985-06-06,Sydney,Australia,104530.49,104.53,Single,Employed,0,PhD,Fair,1.59,74.13,29.32,1,0,A-,1,Never,2022-01-12,amy.hayes@yahoo.com,NULL,Shellfish,811,1,0
3318,"Dr. Tracy Griffin Jr.",64,"Prefer not to say",1961-09-30,Lyon,France,89130.72,89.13,Single,Retired,0,Master,Poor,NULL,103.48,NULL,0,0,O-,1,Occasionally,2021-10-29,dr..jr.@gmail.com,+33406752773,Pollen,436,1,1
3319,"Leslie Sanchez",43,Female,1982-12-06,Hamburg,Germany,55539.20,55.54,Married,Unemployed,3,PhD,Excellent,1.55,118.19,49.19,1,0,AB+,0,Rarely,2021-12-02,leslie.sanchez@gmail.com,+496924516333,Pollen,330,0,1
3320,"Brandy Hall",75,Female,1950-04-30,Berlin,Germany,144188.53,144.19,Widowed,Retired,2,PhD,Good,1.62,67.67,25.78,1,0,A+,1,Occasionally,2021-01-28,brandy.hall@outlook.com,NULL,None,430,1,1
3321,"Anthony Stephens",24,Male,2001-11-03,Berlin,Germany,96099.54,96.10,Widowed,Unemployed,4,Bachelor,Excellent,1.60,102.66,40.10,1,0,B+,1,Often,2022-11-26,anthony.stephens@gmail.com,+497180145809,Pollen,554,0,1
3322,"Christine King",62,Female,1963-08-14,Beijing,China,59632.33,59.63,Married,Retired,5,Bachelor,Good,1.80,NULL,NULL,1,0,B-,1,Rarely,2022-07-09,christine.king@gmail.com,+8675068932341,Pollen,835,0,0
3323,"Ana Spence MD",75,Female,1950-05-16,Tokyo,Japan,98539.84,98.54,Single,Retired,0,Master,Good,NULL,116.60,NULL,0,0,B+,0,Often,2022-06-24,ana.md@outlook.com,+812976848243,Nuts,520,0,1
3324,"Teresa Miller",75,Non-binary,1950-04-12,Vancouver,Canada,72784.46,72.78,Single,Retired,0,Bachelor,Fair,1.71,76.93,26.31,0,0,B-,0,Occasionally,2022-03-05,teresa.miller@yahoo.com,+10104682227,Nuts,348,1,1
